# FINDINGS_UNMIGRATED.tsv -- the IDs the audit tree names and the register does not carry.
#
# Ian Howell -- Embodied Music Lab -- GPL-3.0-or-later
#
# THIS FILE IS THE SIZE OF THE GAP, WRITTEN DOWN. audit/FINDINGS_MACHINE.json is
# the only surface that states finding status, and the ID census in
# validate/tools/check_findings_schema.py fails when an ID appears in the audit
# tree's prose with no row in it. On 18 August 2026 that was true of 113 IDs --
# the whole D-series from the 4 August GUI drive and the audits that followed it,
# plus two NEW-series findings from the 14 August stress test. Nine were migrated
# that day by author ruling. These are the rest, and listing them here is what
# lets the census be GREEN and HONEST at the same time: the gap is a number
# somebody can read rather than a silence.
#
# EVERY LINE IS A DEBT, NOT A DISMISSAL. An ID here is not refuted, not closed
# and not out of scope -- it is unfiled. Migrating one means giving it a row and
# DELETING its line here.
#
# THE THREE RULES THE CENSUS ENFORCES ON THIS FILE, which are what stop it from
# becoming the place failures go to be silenced:
#
#   1. An entry whose ID also has a row in the register is a FAILURE. You
#      migrate, you delete the line. The file cannot carry a stale excuse beside
#      a real row.
#   2. An entry whose ID appears NOWHERE in the audit tree any more is a
#      FAILURE. The file cannot be padded with IDs somebody might invent later,
#      and it shrinks as prose retires rather than accreting forever.
#   3. Every entry needs a reason. A bare ID says nothing about why it is here.
#
# So the only way to quiet a new red is to file a row, or to type an ID and a
# sentence saying why not -- which is a thing a reader can argue with.
#
# FORMAT: <id>\t<reason>. Blank lines and # comments ignored.

D104	D-series finding filed by the 6 August 2026 Phase One audit; never migrated.
D105	D-series finding filed by the 6 August 2026 Phase One audit; never migrated.
D106	D-series finding filed by the 6 August 2026 Phase One audit; never migrated.
D107	D-series finding filed by the 6 August 2026 Phase One audit; never migrated.
D108	D-series finding filed by the 6 August 2026 Phase One audit; never migrated.
D109	D-series finding filed by the 6 August 2026 Phase One audit; never migrated.
D111	D-series finding filed by the 7-8 August 2026 work and recorded only in the old findings index, now the verbatim block of audit/FINDINGS_NARRATIVE.md; never migrated.
D112	D-series finding filed by the 7-8 August 2026 work and recorded only in the old findings index, now the verbatim block of audit/FINDINGS_NARRATIVE.md; never migrated.
D113	D-series finding filed by the 7-8 August 2026 work and recorded only in the old findings index, now the verbatim block of audit/FINDINGS_NARRATIVE.md; never migrated.
D114	D-series finding filed by the 7-8 August 2026 work and recorded only in the old findings index, now the verbatim block of audit/FINDINGS_NARRATIVE.md; never migrated.
D115	D-series finding filed by the 7-8 August 2026 work and recorded only in the old findings index, now the verbatim block of audit/FINDINGS_NARRATIVE.md; never migrated.
D116	D-series finding filed by the 7-8 August 2026 work and recorded only in the old findings index, now the verbatim block of audit/FINDINGS_NARRATIVE.md; never migrated.
D117	D-series finding filed by the 7-8 August 2026 work and recorded only in the old findings index, now the verbatim block of audit/FINDINGS_NARRATIVE.md; never migrated.
D118	D-series finding filed by the 7-8 August 2026 work and recorded only in the old findings index, now the verbatim block of audit/FINDINGS_NARRATIVE.md; never migrated.
D119	D-series finding filed by the 7-8 August 2026 work and recorded only in the old findings index, now the verbatim block of audit/FINDINGS_NARRATIVE.md; never migrated.
D120	D-series finding filed by the 7-8 August 2026 work and recorded only in the old findings index, now the verbatim block of audit/FINDINGS_NARRATIVE.md; never migrated.
D121	D-series finding filed by the 7-8 August 2026 work and recorded only in the old findings index, now the verbatim block of audit/FINDINGS_NARRATIVE.md; never migrated.
D122	D-series finding filed by the 7-8 August 2026 work and recorded only in the old findings index, now the verbatim block of audit/FINDINGS_NARRATIVE.md; never migrated.
D127	D-series finding filed by the 7-8 August 2026 work and recorded only in the old findings index, now the verbatim block of audit/FINDINGS_NARRATIVE.md; never migrated.
D128	D-series finding filed by the 7-8 August 2026 work and recorded only in the old findings index, now the verbatim block of audit/FINDINGS_NARRATIVE.md; never migrated.
D129	D-series finding filed by the 7-8 August 2026 work and recorded only in the old findings index, now the verbatim block of audit/FINDINGS_NARRATIVE.md; never migrated.
D130	D-series finding filed by the 7-8 August 2026 work and recorded only in the old findings index, now the verbatim block of audit/FINDINGS_NARRATIVE.md; never migrated.
D131	D-series finding filed by the 7-8 August 2026 work and recorded only in the old findings index, now the verbatim block of audit/FINDINGS_NARRATIVE.md; never migrated.
D132	D-series finding filed by the 7-8 August 2026 work and recorded only in the old findings index, now the verbatim block of audit/FINDINGS_NARRATIVE.md; never migrated.
D133	D-series finding filed by the 7-8 August 2026 work and recorded only in the old findings index, now the verbatim block of audit/FINDINGS_NARRATIVE.md; never migrated.
NEW-G5-2	NEW-series finding from the 14 August 2026 stress test, named in AUDIT_RESPONSE_STATUS_20260815.md; never given a row.
NEW-G11-5	NEW-series finding from the 14 August 2026 stress test, named in AUTHOR_RULINGS_ADDENDUM_2026-08-14.md; never given a row.
