# srange_reference.tsv -- far-tail studentized-range reference grid.
# Built by build_srange_reference.py in this directory; read that file's
# header for the method, the convergence-escalation scheme, and why it is
# independent of both R's stats::ptukey and scipy.stats.studentized_range.
# Points that did not converge to the 1e-12 relative target within the
# escalation budget are named in srange_reference_OPEN_POINTS.txt and are
# NOT rows in this file.
#
# type: "forward" (q chosen, mpmath_p = P(Q>q)) or "quantile" (p_target
#   chosen, q solved by bisection against this file's own mpmath integral;
#   mpmath_p is the converged P(Q>q) at the solved q, which should equal
#   p_target to mpmath_agree_prev_tier's precision -- both are reported so
#   a reader can check the inversion's own consistency directly).
# tier: which coverage tier this cell came from (A=broad, B=far-tail-focus,
#   Q=quantile grid) -- see build_srange_reference.py's build_*_grid.
# k, df: distribution parameters. p_target: the p this cell targets (forward:
#   what q was chosen to hit; quantile: what q was solved for). q: the
#   studentized-range statistic evaluated at (forward) or solved for
#   (quantile).
# mpmath_p: this file's own converged reference value of P(Q>q).
# mpmath_dps: working decimal precision used for the accepted evaluation.
# mpmath_quad_tier: which escalation tier (1-4, TIERS in the builder) the
#   accepted value came from.
# mpmath_agree_prev_tier: relative agreement between the accepted tier and
#   the one before it -- THE CONVERGENCE EVIDENCE. <=1e-12 when
#   mpmath_converged is True; may be looser (never above 1e-6 -- points
#   that bad are OPEN POINTs, excluded) when tier escalation hit its cap
#   before reaching 1e-12; reported honestly either way.
# mpmath_converged: True iff mpmath_agree_prev_tier <= 1e-12.
# scipy_p: scipy.stats.studentized_range.sf(q,k,df) (or isf-derived q for
#   quantile rows), for reference -- NOT the acceptance oracle here.
# mc_p, mc_se, mc_n: Monte Carlo estimate of P(Q>q) by direct simulation
#   (independent normals for the range, an independent chi(df) draw for the
#   scale, empirical exceedance count) with its standard error and draw
#   count. NaN/0 when p is below ~1e-6 (not enough draws are affordable for
#   a meaningful SE there -- reported as missing, not as a padded number).
# r_ptukey_p: R's stats::ptukey(q,k,df,lower.tail=FALSE) at this exact q,
#   always computed.
# r_in_verified_domain: whether THIS EXACT (k,df,q) point passes the
#   standard rule against scipy, live -- the operational domain test from
#   R_verified_domain.tsv's header (not a table lookup; see that file for
#   why). True means R may be used as oracle here per the governing ruling;
#   False means acceptance for this cell is against mpmath_p only.
# wall_sec: wall-clock time this file's own mpmath computation took for
#   the accepted tier (does not include scipy/MC/R side computations).
#
type	tier	k	df	p_target	q	mpmath_p	mpmath_dps	mpmath_quad_tier	mpmath_agree_prev_tier	mpmath_converged	scipy_p	mc_p	mc_se	mc_n	r_ptukey_p	r_in_verified_domain	wall_sec
forward	A	3	45	0.0001	6.507532315025836	9.999999999544758e-05	28	4	3.478848830788739e-11	False	9.999999999998899e-05	9.775e-05	4.943429983321297e-06	4000000	0.00010000000039556145	True	24.236
forward	A	3	200	0.1	2.919143815033217	0.09999999999997099	28	4	3.286040152449657e-14	True	0.09999999999999998	0.09966	0.0002232263425315211	2000000	0.10000000000064024	True	24.551
forward	A	3	200	0.0001	5.999329409838496	9.999999996790472e-05	28	4	3.478227211758843e-11	False	9.999999999998899e-05	9.35e-05	4.834769901453429e-06	4000000	0.00010000000003251852	True	24.378
forward	A	4	3	0.1	5.199003100473089	0.0999999999999989	28	4	7.131998870616042e-15	True	0.09999999999999987	0.100246	0.00022388166517158122	2000000	0.1000000000011615	True	24.269
forward	A	4	3	0.0001	57.59472625358058	9.999999999890487e-05	28	4	3.5502336645287546e-12	False	9.999999999998899e-05	9.375e-05	4.841229182759271e-06	4000000	0.0	False	43.895
forward	A	4	10	0.1	3.704084763422636	0.10000000000000041	28	4	7.766374462396109e-15	True	0.09999999999999998	0.0999735	0.00022357716788616857	2000000	0.10000000000701847	True	25.045
forward	A	4	10	0.0001	10.62420895929539	0.00010000000000060611	28	4	3.5491725749207415e-12	False	9.999999999998899e-05	9.575002393750599e-05	4.892597670844649e-06	3999999	0.00010000054292902405	False	24.447
forward	A	4	45	0.1	3.3362116190446853	0.10000000000000103	28	4	4.429016917234631e-15	True	0.09999999999999998	0.0996915	0.00022326161783880363	2000000	0.10000000000340215	True	24.281
forward	A	4	45	0.0001	6.798757210370857	0.0001000000000013996	28	4	3.5494064359566824e-12	False	9.999999999998899e-05	0.00011050002762500691	5.255950324394741e-06	3999999	0.00010000000030574441	True	24.241
forward	A	4	200	0.1	3.261656000935982	0.09999999999992522	28	4	4.103628974810063e-15	True	0.10000000000000009	0.100222	0.00022385486369520767	2000000	0.10000000000737397	True	24.611
forward	A	4	200	0.0001	6.2328155869348105	9.999999991710525e-05	28	4	3.548993211513035e-12	False	9.999999999998899e-05	0.00010325	5.080600358225394e-06	4000000	9.999999998155928e-05	True	23.87
forward	A	5	3	0.1	5.737575025461986	0.0999999999999986	28	4	1.439070402381976e-14	True	0.09999999999999987	0.09996	0.00022356207191739835	2000000	0.09999992870796492	False	24.061
forward	A	5	3	0.0001	62.9469700405486	9.999999999859062e-05	28	4	1.8882979618589293e-11	False	9.999999999998899e-05	0.000101	5.024937810560445e-06	4000000	0.0	False	42.875
forward	A	5	10	0.1	4.018011272873531	0.0999999999999994	28	4	1.4442075049111187e-14	True	0.09999999999999987	0.099817	0.00022340210383969082	2000000	0.10000000000515541	True	23.901
forward	A	5	10	0.0001	11.168542646955775	9.999999999955769e-05	28	4	1.888486974041511e-11	False	9.999999999998899e-05	0.0001025	5.062114182829146e-06	4000000	0.00010000153939648815	False	24.204
forward	A	5	45	0.1	3.5902814121795226	0.10000000000000013	28	4	1.7616266502551935e-14	True	0.10000000000000009	0.099912	0.00022350838910430187	2000000	0.10000000001023512	True	24.042
forward	A	5	45	0.0001	7.011016357216787	0.00010000000000058531	28	4	1.8885077388264576e-11	False	9.999999999998899e-05	0.00010500002625000657	5.123476663848966e-06	3999999	0.00010000000008092425	True	23.738
forward	A	5	200	0.1	3.503115082539117	0.09999999999996237	28	4	9.138340974018394e-15	True	0.09999999999999964	0.100181	0.00022380907041494097	2000000	0.10000000001580789	True	23.757
forward	A	5	200	0.0001	6.400910936197402	9.999999995880684e-05	28	4	1.88835303005094e-11	False	9.999999999998899e-05	0.0001005	5.012484413940855e-06	4000000	0.00010000000002341469	True	23.217
forward	A	6	3	0.1	6.161998322884525	0.09999999999999859	28	4	2.7237800460880673e-14	True	0.10000000000000009	0.1002105	0.0002238420201838788	2000000	0.100000000005393	True	23.958
forward	A	6	3	0.0001	67.20179323679065	9.999999999842471e-05	28	4	3.251096273786871e-11	False	9.999999999998899e-05	9.525e-05	4.879805323985784e-06	4000000	0.0	False	42.972
forward	A	6	10	0.1	4.26369778434941	0.0999999999999996	28	4	2.811973051900941e-14	True	0.09999999999999998	0.1000645	0.0002236788993177497	2000000	0.10000000000935816	True	24.221
forward	A	6	10	0.0001	11.605252892315628	0.00010000000000000758	28	4	3.2513744924635345e-11	False	9.999999999998899e-05	9.400002350000588e-05	4.8476810693365965e-06	3999999	0.0001000029663855706	False	23.799
forward	A	6	45	0.1	3.7864721840657016	0.09999999999999669	28	4	3.0789804313756644e-14	True	0.09999999999999964	0.1002995	0.00022394139858454042	2000000	0.1000000000159732	True	24.418
forward	A	6	45	0.0001	7.178192683821093	9.99999999969144e-05	28	4	3.2514508147139705e-11	False	9.999999999998899e-05	9.575e-05	4.892596447695232e-06	4000000	9.999999972909457e-05	True	23.474
forward	A	6	200	0.1	3.6886406666542624	0.09999999999992096	28	4	5.531273644262101e-14	True	0.09999999999999976	0.10028	0.00022391962843841984	2000000	0.10000000002637277	True	23.985
forward	A	6	200	0.0001	6.5320936470248325	9.999999991284652e-05	28	4	3.251202149908609e-11	False	9.999999999998899e-05	9.6e-05	4.898979485566356e-06	4000000	9.999999997745146e-05	True	24.247
forward	A	7	3	0.1	6.510949871403984	0.09999999999999892	28	4	2.2960899469879728e-14	True	0.1000000000000002	0.099943	0.0002235430607288001	2000000	0.10000001603084552	False	23.123
forward	A	7	3	0.0001	70.72108201412719	9.999999999841753e-05	28	4	2.9128535981395695e-11	False	9.999999999998899e-05	9.325e-05	4.8283019789569916e-06	4000000	0.0	False	41.886
forward	A	7	10	0.1	4.4651811806789645	0.09999999999999999	28	4	2.4675897428294594e-14	True	0.09999999999999998	0.1000905	0.00022370795694386913	2000000	0.09999999998220488	True	24.183
forward	A	7	10	0.0001	11.970190200709705	0.00010000000000043295	28	4	2.913272848966561e-11	False	9.999999999998899e-05	0.00010550002637500659	5.135660929958767e-06	3999999	0.00010000478339999841	False	23.946
forward	A	7	45	0.1	3.9458166364162546	0.09999999999999278	28	4	2.8061469256791122e-14	True	0.10000000000000009	0.099706	0.00022327785380552189	2000000	0.10000000002131249	True	23.618
forward	A	7	45	0.0001	7.316103002585402	9.999999999239193e-05	28	4	2.91338453387659e-11	False	9.999999999998899e-05	0.00010725	5.178078794301995e-06	4000000	9.999999925824898e-05	True	23.447
forward	A	7	200	0.1	3.838715799942553	0.09999999999990386	28	4	2.420003680436091e-13	True	0.09999999999999998	0.100074	0.00022368951696492172	2000000	0.1000000000399105	True	23.553
forward	A	7	200	0.0001	6.639523829885933	9.999999989369508e-05	28	4	2.9130624086268074e-11	False	9.999999999998899e-05	0.0001015	5.037360419902471e-06	4000000	9.999999995813358e-05	True	24.183
forward	A	8	3	0.1	6.806375294005135	0.09999999999999819	28	4	6.227401790587696e-15	True	0.09999999999999998	0.100151	0.0002237755571996191	2000000	0.10000000001462994	True	23.866
forward	A	8	3	0.0001	73.71379898908323	9.999999999808999e-05	28	4	5.308499508786849e-13	True	9.999999999998899e-05	9.5e-05	4.873397172404482e-06	4000000	0.0	False	42.116
forward	A	8	10	0.1	4.635680679867064	0.09999999999999994	28	4	5.5342032370308475e-15	True	0.09999999999999964	0.100226	0.0002238593308307697	2000000	0.09999999996237585	True	24.555
forward	A	8	10	0.0001	12.283668202929729	0.00010000000000013527	28	4	5.37247569365142e-13	True	9.999999999998899e-05	9.525002381250595e-05	4.87980654393742e-06	3999999	0.00010000694229983509	False	23.364
forward	A	8	45	0.1	4.079682947790739	0.10000000000000211	28	4	2.883253349402524e-15	True	0.09999999999999976	0.099941	0.00022354082401208062	2000000	0.10000000000636955	True	23.445
forward	A	8	45	0.0001	7.433455397675143	0.00010000000000275246	28	4	5.381110151582913e-13	True	9.999999999987796e-05	0.00010100002525000631	5.0249390667952115e-06	3999999	9.999999869170217e-05	False	23.427
forward	A	8	200	0.1	3.964370488818948	0.09999999999987506	28	4	5.530783902367408e-13	True	0.09999999999999987	0.099433	0.00022297197133272153	2000000	0.10000000005646525	True	23.849
forward	A	8	200	0.0001	6.730388541665871	9.999999986186781e-05	28	4	5.34302748446856e-13	True	9.999999999998899e-05	0.00010125	5.031152949374527e-06	4000000	9.999999992627018e-05	True	22.993
forward	A	9	3	0.1	7.0619353849331965	0.09999999999999845	28	4	1.5543401680293068e-13	True	0.09999999999999998	0.09956	0.00022311432047271193	2000000	0.09999999133982929	False	23.564
forward	A	9	3	0.0001	76.31160588813691	9.999999999844908e-05	28	4	1.489471152754935e-10	False	9.999999999998899e-05	0.00010125	5.031152949374527e-06	4000000	0.0	False	42.674
forward	A	9	10	0.1	4.783261515216398	0.10000000000000055	28	4	1.6192321851719573e-13	True	0.10000000000000009	0.1000565	0.0002236699577502531	2000000	0.09999999993147257	True	24.085
forward	A	9	10	0.0001	12.55837712099893	0.00010000000000060781	28	4	1.4893688969133105e-10	False	9.999999999998899e-05	9.675002418750605e-05	4.918080122746531e-06	3999999	0.00010000939421317412	False	23.294
forward	A	9	45	0.1	4.194908047486934	0.09999999999999304	28	4	1.3786510147911066e-13	True	0.09999999999999998	0.1001975	0.00022382750054450413	2000000	0.09999999999678899	True	24.269
forward	A	9	45	0.0001	7.535566975304734	9.999999999276001e-05	28	4	1.4893752367529738e-10	False	9.999999999998899e-05	9.4e-05	4.847679857416329e-06	4000000	9.999999800247572e-05	False	23.832
forward	A	9	200	0.1	4.072216512007869	0.09999999999991659	28	4	6.396520710115803e-13	True	0.09999999999999976	0.100179	0.00022380683635671186	2000000	0.10000000007601462	True	23.891
forward	A	9	200	0.0001	6.809046639300337	9.999999990822476e-05	28	4	1.4894162136059618e-10	False	9.999999999998899e-05	9.15e-05	4.7827816174272475e-06	4000000	9.999999997278852e-05	True	23.933
forward	A	10	3	0.1	7.286705239111077	0.09999999999999852	28	4	6.07748238448472e-13	True	0.09999999999999998	0.100333	0.00022397879363904075	2000000	0.09999999906165746	False	23.925
forward	A	10	3	0.0001	78.602756894369	9.999999999845961e-05	28	4	6.024315358042149e-10	False	9.999999999998899e-05	9.725e-05	4.930770730829005e-06	4000000	0.0	False	42.695
forward	A	10	10	0.1	4.913210851709467	0.1000000000000008	28	4	6.354997352850951e-13	True	0.10000000000000009	0.1000085	0.00022361630083694704	2000000	0.09999999989107455	False	23.556
forward	A	10	10	0.0001	12.802799605632767	0.00010000000000105718	28	4	6.024132989644636e-10	False	9.999999999998899e-05	9.950002487500622e-05	4.987485582686396e-06	3999999	0.00010001209243992726	False	23.816
forward	A	10	45	0.1	4.295920080569063	0.10000000000000112	28	4	5.726661597884802e-13	True	0.09999999999999987	0.100156	0.00022378114308404094	2000000	0.09999999998174713	True	23.734
forward	A	10	45	0.0001	7.625926085877885	0.0001000000000021122	28	4	6.024178002674003e-10	False	9.999999999998899e-05	0.00010050002512500629	5.012485667062272e-06	3999999	9.999999723830921e-05	False	23.814
forward	A	10	200	0.1	4.1665236153368985	0.09999999999991242	28	4	8.781088904536371e-14	True	0.09999999999999987	0.100113	0.00022373309992041856	2000000	0.10000000009827326	True	23.922
forward	A	10	200	0.0001	6.878341295518332	9.999999990337157e-05	28	4	6.02421637965038e-10	False	9.999999999998899e-05	9.75e-05	4.937104414532875e-06	4000000	9.999999996723741e-05	True	23.775
forward	B	2	3	1e-06	184.06638574595587	9.99999998807095e-07	30	4	6.918711668389932e-09	False	1.0000000000287557e-06	nan	nan	0	0.0	False	41.832
forward	B	2	5	1e-06	40.27464340312189	9.999999990853242e-07	30	4	6.918713233966212e-09	False	1.0000000000287557e-06	nan	nan	0	1.9819486315464374e-06	False	45.888
forward	B	2	10	1e-06	14.872562722149775	1.0000000007637946e-06	30	4	6.918712377642183e-09	False	9.999999999177334e-07	8.8e-07	1.876166303929372e-07	25000000	9.994454623907245e-07	False	46.537
forward	B	2	45	1e-06	8.002544306735997	9.999999998309675e-07	30	4	6.918709899149296e-09	False	1.0000000000287557e-06	nan	nan	0	1.0000002135246433e-06	True	26.494
forward	B	5	3	1e-06	292.4082849949534	9.999999985820522e-07	30	4	1.8429607941505684e-09	False	1.0000000000287557e-06	nan	nan	0	0.0	False	41.686
forward	B	5	5	1e-06	56.834918930724996	9.999999986986283e-07	30	4	1.842960573145173e-09	False	1.0000000000287557e-06	nan	nan	0	1.6039082925134451e-06	False	41.707
forward	B	5	10	1e-06	18.52318399917972	9.99999999688601e-07	30	4	1.8429629498904851e-09	False	1.0000000000287557e-06	nan	nan	0	9.931458022638395e-07	False	44.726
forward	B	5	45	1e-06	8.945512687110783	1.0000000004290823e-06	30	4	1.8429625285824692e-09	False	1.0000000000287557e-06	1.28e-06	2.262741699796952e-07	25000000	1.0000003309862393e-06	True	23.816
forward	B	10	3	1e-06	365.08223058929093	9.999999984610144e-07	30	4	2.642638446174735e-08	False	1.0000000000287557e-06	nan	nan	0	0.0	False	41.765
forward	B	10	5	1e-06	68.25465673732558	9.99999998530905e-07	30	4	2.64264832438515e-08	False	1.0000000000287557e-06	nan	nan	0	1.1303266075346485e-06	False	41.842
forward	B	10	10	1e-06	21.070294085947094	1.0000000008486825e-06	30	4	2.642643302072254e-08	False	1.0000000000287557e-06	1.36e-06	2.33238075793812e-07	25000000	9.90186896254741e-07	False	44.826
forward	B	10	45	1e-06	9.556831584085929	1.000000001822178e-06	30	4	2.642643052652603e-08	False	1.0000000000287557e-06	1e-06	2e-07	25000000	1.000001045192711e-06	False	24.381
forward	A	2	3	0.1	3.32815848668967	0.09999999999999215	28	3	4.0658714714850964e-14	True	0.09999999999999987	0.0999075	0.00022350335567950652	2000000	0.10000000000014564	True	10.232
quantile	Q	3	5	0.05	4.601726054362549	0.04999999999999926	28	4	7.280037667938192e-14	True	0.050000000000000044	0.0501445	0.00015834219273459617	2000000	0.049999976976552674	False	26.862
quantile	Q	3	5	0.01	6.975736631249339	0.00999999999999915	28	4	3.5133265412905504e-13	True	0.010000000000000009	0.0099265	7.045033711771718e-05	2000000	0.009999944001807926	False	26.814
quantile	Q	3	20	0.05	3.577934725220134	0.0499999999999972	28	4	7.278640309172287e-14	True	0.050000000000000044	0.049993	0.00015810281464920226	2000000	0.05000000000041893	True	27.928
quantile	Q	3	20	0.01	4.639220082834343	0.009999999999997436	28	4	3.5088391774569056e-13	True	0.01000000000000012	0.009904	7.037044834303672e-05	2000000	0.010000000000086051	True	26.604
quantile	Q	3	45	0.05	3.4275072056242877	0.04999999999999608	28	4	7.22010809191429e-14	True	0.04999999999999993	0.0496805	0.00015760789954821428	2000000	0.04999999999948079	True	26.483
quantile	Q	3	45	0.01	4.338531401146453	0.009999999999995436	28	4	3.532703853885483e-13	True	0.01000000000000012	0.0100575	7.091367992143688e-05	2000000	0.010000000000022324	True	26.361
quantile	Q	5	5	0.05	5.673122821386175	0.05000005325270993	28	4	3.321496891900593e-14	True	0.050000053252711174	0.050158	0.00015836350589703424	2000000	0.05000005688249731	False	28.449
quantile	Q	5	5	0.01	8.421481056529101	0.010000049194199405	28	4	1.8431893802271676e-13	True	0.010000049194200722	0.010115	7.111610225539643e-05	2000000	0.010000071937201649	False	27.589
quantile	Q	5	20	0.05	4.231856024416409	0.05000005240961122	28	4	3.46345336117928e-14	True	0.0500000524096158	0.0500645	0.00015821583359449206	2000000	0.050000052413903706	True	28.038
quantile	Q	5	20	0.01	5.293249520951102	0.01000004699689139	28	4	1.8692580919146814e-13	True	0.010000046996896272	0.01	7.071067811865475e-05	2000000	0.010000046997055145	True	27.996
quantile	Q	5	45	0.05	4.018416423782409	0.050000056558978184	28	4	3.649862225767903e-14	True	0.05000005655897799	0.0498475	0.00015787257519911431	2000000	0.05000005656022999	True	28.51
quantile	Q	5	45	0.01	4.8926901460338845	0.010000044563633171	28	4	1.8640792351144709e-13	True	0.010000044563632904	0.010017	7.07707566725127e-05	2000000	0.010000044563945987	True	28.023
quantile	Q	8	5	0.05	6.582254871788403	0.05000135854161886	28	4	1.0035060181786598e-14	True	0.05000135854162002	0.049832	0.00015784802817900515	2000000	0.050001358543031005	True	28.028
quantile	Q	8	5	0.01	9.66839780712509	0.01000133543155361	28	4	4.474007095001496e-15	True	0.010001335431551905	0.010009	7.074249076757193e-05	2000000	0.01000129888000234	False	28.028
quantile	Q	8	20	0.05	4.7675656782259	0.05000133607616558	28	4	1.3897248454269869e-15	True	0.05000133607616797	0.049704	0.00015764517119150844	2000000	0.05000133607830082	True	28.838
quantile	Q	8	20	0.01	5.83882787291968	0.010001325330015071	28	4	5.506444784522496e-15	True	0.010001325330017408	0.0099765	7.062754420196133e-05	2000000	0.010001325330347921	True	28.271
quantile	Q	8	45	0.05	4.493878920912133	0.05000128185997889	28	4	6.068555658129537e-15	True	0.05000128185997654	0.0501895	0.00015841322545797747	2000000	0.0500012818638903	True	28.723
quantile	Q	8	45	0.01	5.344915599479485	0.010001324768146	28	4	5.7033784311115266e-15	True	0.010001324768143083	0.0099005	7.035801304755557e-05	2000000	0.010001324769788655	True	28.563
quantile	Q	3	3	1e-05	108.73954466589295	9.998669678096829e-06	29	4	3.5944950279180486e-10	False	9.998669678989991e-06	9.92e-06	6.299206299209449e-07	25000000	0.0	False	50.391
quantile	Q	3	10	1e-05	12.893849662757397	9.998669026261298e-06	29	4	3.5945041045091177e-10	False	9.99866902651192e-06	1.02e-05	6.387487769068525e-07	25000000	9.998189349547104e-06	False	52.09
quantile	Q	5	3	1e-05	135.59638326710655	1.0023959892285495e-05	29	4	1.8467541567909447e-10	False	1.0023959893690204e-05	9.36e-06	6.118823416311342e-07	25000000	0.0	False	50.956
quantile	Q	5	10	1e-05	14.460928741066617	1.0023960328497561e-05	29	4	1.846767631554188e-10	False	1.0023960329008652e-05	1.044e-05	6.462197768561405e-07	25000000	1.002314956455308e-05	False	52.596
#
# ---------------------------------------------------------------------
# OPEN POINTS -- did not converge to the escalation budget's target
# within TIERS above and are EXCLUDED from the data rows above (not
# silently dropped -- named here). best_agree is the relative
# disagreement between the last two escalation tiers actually run;
# 'dps'/'tier' are the working precision and tier at which that
# disagreement was measured. All 24 are p_target in {1e-10, 1e-15} at
# small-to-moderate df (3,5,10,45) for k in {2,5,10} -- the two
# deepest depths this file's Tier B swept, where the outer integral's
# breakpoint placement (build_outer_breakpoints) and the tier budget
# below did not resolve the integrand to 1e-12 relative in the time
# this build allotted. A finer breakpoint scheme or a 5th tier would
# likely close these; not attempted here for wall-clock reasons (see
# validate/v154's report). Re-running build_srange_reference.py
# resumes from the existing checkpoint and will retry exactly these.
# ---------------------------------------------------------------------
# forward k=10 df=10 p_target=1e-10 q=53.9743452202154 best_agree=4.179e-03 dps=34 tier=4 -- did not converge, EXCLUDED from srange_reference.tsv
# forward k=10 df=10 p_target=1e-15 q=149.72873357468455 best_agree=5.700e+02 dps=39 tier=4 -- did not converge, EXCLUDED from srange_reference.tsv
# forward k=10 df=3 p_target=1e-10 q=5100.219473202005 best_agree=1.139e-03 dps=34 tier=4 -- did not converge, EXCLUDED from srange_reference.tsv
# forward k=10 df=3 p_target=1e-15 q=7916.059102018005 best_agree=1.281e-02 dps=39 tier=4 -- did not converge, EXCLUDED from srange_reference.tsv
# forward k=10 df=45 p_target=1e-10 q=13.48497074777632 best_agree=4.179e-03 dps=34 tier=4 -- did not converge, EXCLUDED from srange_reference.tsv
# forward k=10 df=45 p_target=1e-15 q=18.1983957612694 best_agree=3.802e+02 dps=39 tier=4 -- did not converge, EXCLUDED from srange_reference.tsv
# forward k=10 df=5 p_target=1e-10 q=431.19826637697486 best_agree=4.178e-03 dps=34 tier=4 -- did not converge, EXCLUDED from srange_reference.tsv
# forward k=10 df=5 p_target=1e-15 q=4495.035041977791 best_agree=1.558e+03 dps=39 tier=4 -- did not converge, EXCLUDED from srange_reference.tsv
# forward k=2 df=10 p_target=1e-10 q=38.634430847327614 best_agree=7.527e-05 dps=34 tier=4 -- did not converge, EXCLUDED from srange_reference.tsv
# forward k=2 df=10 p_target=1e-15 q=109.73018881745179 best_agree=4.809e+00 dps=39 tier=4 -- did not converge, EXCLUDED from srange_reference.tsv
# forward k=2 df=3 p_target=1e-10 q=3754.244108857557 best_agree=6.386e-05 dps=34 tier=4 -- did not converge, EXCLUDED from srange_reference.tsv
# forward k=2 df=3 p_target=1e-15 q=7052.368449367841 best_agree=4.638e-04 dps=39 tier=4 -- did not converge, EXCLUDED from srange_reference.tsv
